type,name,gu,lat,lng,address,tel,cate_mix
동물약국,삼주약국,양천구,37.5223171,126.8747807,서울특별시 양천구 신목로 86 (신정동),02-2646-65776,"동물약국양천구0       37.494576 1       37.527672 2       37.594165 3       37.528202 4       37.648003           ...     2583    37.483105 2584    37.504964 2585    37.508142 2586    37.513317 2587    37.482349 Name: 위도, Length: 2588, dtype: float640       126.899029 1       127.127090 2       127.018231 3       127.146117 4       127.034008            ...     2583    127.127887 2584    127.097409 2585    127.116629 2586    127.123137 2587    126.944271 Name: 경도, Length: 2588, dtype: float64"
동물약국,사랑찬약국,관악구,37.4715201,126.9824756,"서울특별시 관악구 과천대로 909, 홈플러스스페셜 남현점 지하2층 (남현동)",02-5220-0731,"동물약국관악구0       37.494576 1       37.527672 2       37.594165 3       37.528202 4       37.648003           ...     2583    37.483105 2584    37.504964 2585    37.508142 2586    37.513317 2587    37.482349 Name: 위도, Length: 2588, dtype: float640       126.899029 1       127.127090 2       127.018231 3       127.146117 4       127.034008            ...     2583    127.127887 2584    127.097409 2585    127.116629 2586    127.123137 2587    126.944271 Name: 경도, Length: 2588, dtype: float64"
동물약국,장위동물약국,성북구,37.6177397,127.0511714,"서울특별시 성북구 장월로 146, 1층 (장위동)",02-9420-0700,"동물약국성북구0       37.494576 1       37.527672 2       37.594165 3       37.528202 4       37.648003           ...     2583    37.483105 2584    37.504964 2585    37.508142 2586    37.513317 2587    37.482349 Name: 위도, Length: 2588, dtype: float640       126.899029 1       127.127090 2       127.018231 3       127.146117 4       127.034008            ...     2583    127.127887 2584    127.097409 2585    127.116629 2586    127.123137 2587    126.944271 Name: 경도, Length: 2588, dtype: float64"
동물약국,밝은약국,은평구,37.6107726,126.9288153,"서울특별시 은평구 불광로 27, 1층 (대조동)",02-3867-7585,"동물약국은평구0       37.494576 1       37.527672 2       37.594165 3       37.528202 4       37.648003           ...     2583    37.483105 2584    37.504964 2585    37.508142 2586    37.513317 2587    37.482349 Name: 위도, Length: 2588, dtype: float640       126.899029 1       127.127090 2       127.018231 3       127.146117 4       127.034008            ...     2583    127.127887 2584    127.097409 2585    127.116629 2586    127.123137 2587    126.944271 Name: 경도, Length: 2588, dtype: float64"
동물약국,밝은약국,송파구,37.5120894,127.0842018,"서울특별시 송파구 올림픽로 119, 3층 3A04호 (잠실동, 잠실파인애플상가)",02-3867-7585,"동물약국송파구0       37.494576 1       37.527672 2       37.594165 3       37.528202 4       37.648003           ...     2583    37.483105 2584    37.504964 2585    37.508142 2586    37.513317 2587    37.482349 Name: 위도, Length: 2588, dtype: float640       126.899029 1       127.127090 2       127.018231 3       127.146117 4       127.034008            ...     2583    127.127887 2584    127.097409 2585    127.116629 2586    127.123137 2587    126.944271 Name: 경도, Length: 2588, dtype: float64"
동물약국,강남새천년온누리약국,강남구,37.5000675,127.0636948,"서울특별시 강남구 도곡로 523, 1층 (대치동)",02-5523-3524,"동물약국강남구0       37.494576 1       37.527672 2       37.594165 3       37.528202 4       37.648003           ...     2583    37.483105 2584    37.504964 2585    37.508142 2586    37.513317 2587    37.482349 Name: 위도, Length: 2588, dtype: float640       126.899029 1       127.127090 2       127.018231 3       127.146117 4       127.034008            ...     2583    127.127887 2584    127.097409 2585    127.116629 2586    127.123137 2587    126.944271 Name: 경도, Length: 2588, dtype: float64"
동물약국,도곡우리약국,강남구,37.4953009,127.0527051,"서울특별시 강남구 선릉로 225, 도곡렉슬상가 2층 214-1호 (도곡동)",02-5298-8588,"동물약국강남구0       37.494576 1       37.527672 2       37.594165 3       37.528202 4       37.648003           ...     2583    37.483105 2584    37.504964 2585    37.508142 2586    37.513317 2587    37.482349 Name: 위도, Length: 2588, dtype: float640       126.899029 1       127.127090 2       127.018231 3       127.146117 4       127.034008            ...     2583    127.127887 2584    127.097409 2585    127.116629 2586    127.123137 2587    126.944271 Name: 경도, Length: 2588, dtype: float64"
동물약국,7번약국,강북구,37.6382525,127.0255066,"서울특별시 강북구 도봉로 339, 1층 (수유동)",02-9062-2409,"동물약국강북구0       37.494576 1       37.527672 2       37.594165 3       37.528202 4       37.648003           ...     2583    37.483105 2584    37.504964 2585    37.508142 2586    37.513317 2587    37.482349 Name: 위도, Length: 2588, dtype: float640       126.899029 1       127.127090 2       127.018231 3       127.146117 4       127.034008            ...     2583    127.127887 2584    127.097409 2585    127.116629 2586    127.123137 2587    126.944271 Name: 경도, Length: 2588, dtype: float64"
동물약국,그린약국,동대문구,37.5719997,127.0709407,"서울특별시 동대문구 장한로 129, 1층 (장안동)",02-2246-69885,"동물약국동대문구0       37.494576 1       37.527672 2       37.594165 3       37.528202 4       37.648003           ...     2583    37.483105 2584    37.504964 2585    37.508142 2586    37.513317 2587    37.482349 Name: 위도, Length: 2588, dtype: float640       126.899029 1       127.127090 2       127.018231 3       127.146117 4       127.034008            ...     2583    127.127887 2584    127.097409 2585    127.116629 2586    127.123137 2587    126.944271 Name: 경도, Length: 2588, dtype: float64"
동물약국,그린약국,송파구,37.5120894,127.0842018,"서울특별시 송파구 올림픽로 119, 잠실파인애플상가 2층 60~61호 (잠실동)",02-2246-69885,"동물약국송파구0       37.494576 1       37.527672 2       37.594165 3       37.528202 4       37.648003           ...     2583    37.483105 2584    37.504964 2585    37.508142 2586    37.513317 2587    37.482349 Name: 위도, Length: 2588, dtype: float640       126.899029 1       127.127090 2       127.018231 3       127.146117 4       127.034008            ...     2583    127.127887 2584    127.097409 2585    127.116629 2586    127.123137 2587    126.944271 Name: 경도, Length: 2588, dtype: float64"
동물약국,그린약국,서초구,37.4878655,127.0269083,"서울특별시 서초구 효령로 394, 1층 6호 (서초동)",02-2246-69885,"동물약국서초구0       37.494576 1       37.527672 2       37.594165 3       37.528202 4       37.648003           ...     2583    37.483105 2584    37.504964 2585    37.508142 2586    37.513317 2587    37.482349 Name: 위도, Length: 2588, dtype: float640       126.899029 1       127.127090 2       127.018231 3       127.146117 4       127.034008            ...     2583    127.127887 2584    127.097409 2585    127.116629 2586    127.123137 2587    126.944271 Name: 경도, Length: 2588, dtype: float64"
동물약국,더튼튼약국,도봉구,37.6518354,127.0466202,서울특별시 도봉구 노해로65길 10 (창동),02-9990-0105,"동물약국도봉구0       37.494576 1       37.527672 2       37.594165 3       37.528202 4       37.648003           ...     2583    37.483105 2584    37.504964 2585    37.508142 2586    37.513317 2587    37.482349 Name: 위도, Length: 2588, dtype: float640       126.899029 1       127.127090 2       127.018231 3       127.146117 4       127.034008            ...     2583    127.127887 2584    127.097409 2585    127.116629 2586    127.123137 2587    126.944271 Name: 경도, Length: 2588, dtype: float64"
동물약국,3층파란문약국,용산구,37.5273235,126.9651744,"서울특별시 용산구 한강대로 69, 3층 305-1호 (한강로2가, 용산푸르지오써밋)",02-7969-9008,"동물약국용산구0       37.494576 1       37.527672 2       37.594165 3       37.528202 4       37.648003           ...     2583    37.483105 2584    37.504964 2585    37.508142 2586    37.513317 2587    37.482349 Name: 위도, Length: 2588, dtype: float640       126.899029 1       127.127090 2       127.018231 3       127.146117 4       127.034008            ...     2583    127.127887 2584    127.097409 2585    127.116629 2586    127.123137 2587    126.944271 Name: 경도, Length: 2588, dtype: float64"
동물약국,맑은약국,양천구,37.5190154,126.8474213,"서울특별시 양천구 중앙로29길 61, 상가동 108호 (신월동, 신정뉴타운롯데캐슬)",02-2601-19116,"동물약국양천구0       37.494576 1       37.527672 2       37.594165 3       37.528202 4       37.648003           ...     2583    37.483105 2584    37.504964 2585    37.508142 2586    37.513317 2587    37.482349 Name: 위도, Length: 2588, dtype: float640       126.899029 1       127.127090 2       127.018231 3       127.146117 4       127.034008            ...     2583    127.127887 2584    127.097409 2585    127.116629 2586    127.123137 2587    126.944271 Name: 경도, Length: 2588, dtype: float64"
동물약국,맘온누리약국,강서구,37.5592737,126.8261369,"서울특별시 강서구 공항대로 168, 117,118호 (마곡동)",02-2661-17327,"동물약국강서구0       37.494576 1       37.527672 2       37.594165 3       37.528202 4       37.648003           ...     2583    37.483105 2584    37.504964 2585    37.508142 2586    37.513317 2587    37.482349 Name: 위도, Length: 2588, dtype: float640       126.899029 1       127.127090 2       127.018231 3       127.146117 4       127.034008            ...     2583    127.127887 2584    127.097409 2585    127.116629 2586    127.123137 2587    126.944271 Name: 경도, Length: 2588, dtype: float64"
동물약국,에이타워약국,강남구,37.498646,127.0285428,"서울특별시 강남구 테헤란로 105, 1층 (역삼동)",02-5523-3800,"동물약국강남구0       37.494576 1       37.527672 2       37.594165 3       37.528202 4       37.648003           ...     2583    37.483105 2584    37.504964 2585    37.508142 2586    37.513317 2587    37.482349 Name: 위도, Length: 2588, dtype: float640       126.899029 1       127.127090 2       127.018231 3       127.146117 4       127.034008            ...     2583    127.127887 2584    127.097409 2585    127.116629 2586    127.123137 2587    126.944271 Name: 경도, Length: 2588, dtype: float64"
동물약국,늘푸른약국,성동구,37.5665508,127.0247865,"서울특별시 성동구 왕십리로 410, 센트라스 D동 비103호 (하왕십리동, 센트라스)",02-6015-50525,"동물약국성동구0       37.494576 1       37.527672 2       37.594165 3       37.528202 4       37.648003           ...     2583    37.483105 2584    37.504964 2585    37.508142 2586    37.513317 2587    37.482349 Name: 위도, Length: 2588, dtype: float640       126.899029 1       127.127090 2       127.018231 3       127.146117 4       127.034008            ...     2583    127.127887 2584    127.097409 2585    127.116629 2586    127.123137 2587    126.944271 Name: 경도, Length: 2588, dtype: float64"
동물약국,늘푸른약국,강북구,37.6125833,127.0333768,서울특별시 강북구 월계로7나길 9 (미아동),02-6015-50525,"동물약국강북구0       37.494576 1       37.527672 2       37.594165 3       37.528202 4       37.648003           ...     2583    37.483105 2584    37.504964 2585    37.508142 2586    37.513317 2587    37.482349 Name: 위도, Length: 2588, dtype: float640       126.899029 1       127.127090 2       127.018231 3       127.146117 4       127.034008            ...     2583    127.127887 2584    127.097409 2585    127.116629 2586    127.123137 2587    126.944271 Name: 경도, Length: 2588, dtype: float64"
동물약국,아름다운달과별약국,은평구,37.6191391,126.92021,"서울특별시 은평구 통일로 855-8, 연신내진원와이타운 103호 (갈현동)",02-3157-72088,"동물약국은평구0       37.494576 1       37.527672 2       37.594165 3       37.528202 4       37.648003           ...     2583    37.483105 2584    37.504964 2585    37.508142 2586    37.513317 2587    37.482349 Name: 위도, Length: 2588, dtype: float640       126.899029 1       127.127090 2       127.018231 3       127.146117 4       127.034008            ...     2583    127.127887 2584    127.097409 2585    127.116629 2586    127.123137 2587    126.944271 Name: 경도, Length: 2588, dtype: float64"
동물약국,소담약국,마포구,37.5761771,126.8986284,"서울특별시 마포구 성암로 179, 한샘상암 1층 (상암동)",02-4146-6809,"동물약국마포구0       37.494576 1       37.527672 2       37.594165 3       37.528202 4       37.648003           ...     2583    37.483105 2584    37.504964 2585    37.508142 2586    37.513317 2587    37.482349 Name: 위도, Length: 2588, dtype: float640       126.899029 1       127.127090 2       127.018231 3       127.146117 4       127.034008            ...     2583    127.127887 2584    127.097409 2585    127.116629 2586    127.123137 2587    126.944271 Name: 경도, Length: 2588, dtype: float64"
동물약국,백화점약국,성북구,37.6091687,127.058522,서울특별시 성북구 돌곶이로 61 (석관동),02-9646-6230,"동물약국성북구0       37.494576 1       37.527672 2       37.594165 3       37.528202 4       37.648003           ...     2583    37.483105 2584    37.504964 2585    37.508142 2586    37.513317 2587    37.482349 Name: 위도, Length: 2588, dtype: float640       126.899029 1       127.127090 2       127.018231 3       127.146117 4       127.034008            ...     2583    127.127887 2584    127.097409 2585    127.116629 2586    127.123137 2587    126.944271 Name: 경도, Length: 2588, dtype: float64"
동물약국,365약국,성북구,37.6086394,127.029463,"서울특별시 성북구 동소문로 321, 1층 (길음동)",02-9851-1365,"동물약국성북구0       37.494576 1       37.527672 2       37.594165 3       37.528202 4       37.648003           ...     2583    37.483105 2584    37.504964 2585    37.508142 2586    37.513317 2587    37.482349 Name: 위도, Length: 2588, dtype: float640       126.899029 1       127.127090 2       127.018231 3       127.146117 4       127.034008            ...     2583    127.127887 2584    127.097409 2585    127.116629 2586    127.123137 2587    126.944271 Name: 경도, Length: 2588, dtype: float64"
동물약국,신논현비비약국,강남구,37.5049158,127.0248029,"서울특별시 강남구 강남대로 476, urbanhive 지하2층 (논현동)",02-5538-8554,"동물약국강남구0       37.494576 1       37.527672 2       37.594165 3       37.528202 4       37.648003           ...     2583    37.483105 2584    37.504964 2585    37.508142 2586    37.513317 2587    37.482349 Name: 위도, Length: 2588, dtype: float640       126.899029 1       127.127090 2       127.018231 3       127.146117 4       127.034008            ...     2583    127.127887 2584    127.097409 2585    127.116629 2586    127.123137 2587    126.944271 Name: 경도, Length: 2588, dtype: float64"
동물약국,365행복약국,노원구,37.6366168,127.0689293,"서울특별시 노원구 한글비석로 57, 세이브존 지하 1층 (하계동)",02-4692-2490,"동물약국노원구0       37.494576 1       37.527672 2       37.594165 3       37.528202 4       37.648003           ...     2583    37.483105 2584    37.504964 2585    37.508142 2586    37.513317 2587    37.482349 Name: 위도, Length: 2588, dtype: float640       126.899029 1       127.127090 2       127.018231 3       127.146117 4       127.034008            ...     2583    127.127887 2584    127.097409 2585    127.116629 2586    127.123137 2587    126.944271 Name: 경도, Length: 2588, dtype: float64"
동물약국,관악온누리약국,관악구,37.4814864,126.9539222,"서울특별시 관악구 봉천로 488, 1층 2호 (봉천동)",02-8715-5400,"동물약국관악구0       37.494576 1       37.527672 2       37.594165 3       37.528202 4       37.648003           ...     2583    37.483105 2584    37.504964 2585    37.508142 2586    37.513317 2587    37.482349 Name: 위도, Length: 2588, dtype: float640       126.899029 1       127.127090 2       127.018231 3       127.146117 4       127.034008            ...     2583    127.127887 2584    127.097409 2585    127.116629 2586    127.123137 2587    126.944271 Name: 경도, Length: 2588, dtype: float64"
동물약국,수정온누리약국,중랑구,37.6137336,127.0765736,"서울특별시 중랑구 동일로 933, 1층 (묵동)",02-7649-9363,"동물약국중랑구0       37.494576 1       37.527672 2       37.594165 3       37.528202 4       37.648003           ...     2583    37.483105 2584    37.504964 2585    37.508142 2586    37.513317 2587    37.482349 Name: 위도, Length: 2588, dtype: float640       126.899029 1       127.127090 2       127.018231 3       127.146117 4       127.034008            ...     2583    127.127887 2584    127.097409 2585    127.116629 2586    127.123137 2587    126.944271 Name: 경도, Length: 2588, dtype: float64"
동물약국,사당365약국,관악구,37.4759484,126.9811803,"서울특별시 관악구 과천대로 955, 1층 (남현동)",02-7182-2375,"동물약국관악구0       37.494576 1       37.527672 2       37.594165 3       37.528202 4       37.648003           ...     2583    37.483105 2584    37.504964 2585    37.508142 2586    37.513317 2587    37.482349 Name: 위도, Length: 2588, dtype: float640       126.899029 1       127.127090 2       127.018231 3       127.146117 4       127.034008            ...     2583    127.127887 2584    127.097409 2585    127.116629 2586    127.123137 2587    126.944271 Name: 경도, Length: 2588, dtype: float64"
동물약국,코끼리약국,구로구,37.4805842,126.839777,"서울특별시 구로구 천왕로 32, 천왕에이스프라자 103호 (천왕동)",02-2066-67525,"동물약국구로구0       37.494576 1       37.527672 2       37.594165 3       37.528202 4       37.648003           ...     2583    37.483105 2584    37.504964 2585    37.508142 2586    37.513317 2587    37.482349 Name: 위도, Length: 2588, dtype: float640       126.899029 1       127.127090 2       127.018231 3       127.146117 4       127.034008            ...     2583    127.127887 2584    127.097409 2585    127.116629 2586    127.123137 2587    126.944271 Name: 경도, Length: 2588, dtype: float64"
동물약국,진약국,강남구,37.5213913,127.0317051,"서울특별시 강남구 도산대로37길 6, 1층 (신사동)",02-3445-52525,"동물약국강남구0       37.494576 1       37.527672 2       37.594165 3       37.528202 4       37.648003           ...     2583    37.483105 2584    37.504964 2585    37.508142 2586    37.513317 2587    37.482349 Name: 위도, Length: 2588, dtype: float640       126.899029 1       127.127090 2       127.018231 3       127.146117 4       127.034008            ...     2583    127.127887 2584    127.097409 2585    127.116629 2586    127.123137 2587    126.944271 Name: 경도, Length: 2588, dtype: float64"
동물약국,진약국,서대문구,37.5663627,126.9307798,서울특별시 서대문구 연희로 94 (연희동),02-3445-52525,"동물약국서대문구0       37.494576 1       37.527672 2       37.594165 3       37.528202 4       37.648003           ...     2583    37.483105 2584    37.504964 2585    37.508142 2586    37.513317 2587    37.482349 Name: 위도, Length: 2588, dtype: float640       126.899029 1       127.127090 2       127.018231 3       127.146117 4       127.034008            ...     2583    127.127887 2584    127.097409 2585    127.116629 2586    127.123137 2587    126.944271 Name: 경도, Length: 2588, dtype: float64"
동물약국,진약국,송파구,37.4911325,127.1262614,"서울특별시 송파구 동남로 138, 1층 (문정동, 문정크리닉빌딩)",02-3445-52525,"동물약국송파구0       37.494576 1       37.527672 2       37.594165 3       37.528202 4       37.648003           ...     2583    37.483105 2584    37.504964 2585    37.508142 2586    37.513317 2587    37.482349 Name: 위도, Length: 2588, dtype: float640       126.899029 1       127.127090 2       127.018231 3       127.146117 4       127.034008            ...     2583    127.127887 2584    127.097409 2585    127.116629 2586    127.123137 2587    126.944271 Name: 경도, Length: 2588, dtype: float64"
동물약국,느티나무동물약국,광진구,37.5356547,127.0836371,서울특별시 광진구 자양로 87 (자양동),02-4567-7778,"동물약국광진구0       37.494576 1       37.527672 2       37.594165 3       37.528202 4       37.648003           ...     2583    37.483105 2584    37.504964 2585    37.508142 2586    37.513317 2587    37.482349 Name: 위도, Length: 2588, dtype: float640       126.899029 1       127.127090 2       127.018231 3       127.146117 4       127.034008            ...     2583    127.127887 2584    127.097409 2585    127.116629 2586    127.123137 2587    126.944271 Name: 경도, Length: 2588, dtype: float64"
동물약국,분홍약국,용산구,37.5327095,126.9907892,"서울특별시 용산구 녹사평대로32길 47, 1층 (이태원동)",070-423-48203,"동물약국용산구0       37.494576 1       37.527672 2       37.594165 3       37.528202 4       37.648003           ...     2583    37.483105 2584    37.504964 2585    37.508142 2586    37.513317 2587    37.482349 Name: 위도, Length: 2588, dtype: float640       126.899029 1       127.127090 2       127.018231 3       127.146117 4       127.034008            ...     2583    127.127887 2584    127.097409 2585    127.116629 2586    127.123137 2587    126.944271 Name: 경도, Length: 2588, dtype: float64"
동물약국,자이팜약국,성동구,37.5562935,127.0380372,"서울특별시 성동구 고산자로2길 67, 서울숲리버뷰자이(상가1동) 1203호 (행당동)",02-2299-97582,"동물약국성동구0       37.494576 1       37.527672 2       37.594165 3       37.528202 4       37.648003           ...     2583    37.483105 2584    37.504964 2585    37.508142 2586    37.513317 2587    37.482349 Name: 위도, Length: 2588, dtype: float640       126.899029 1       127.127090 2       127.018231 3       127.146117 4       127.034008            ...     2583    127.127887 2584    127.097409 2585    127.116629 2586    127.123137 2587    126.944271 Name: 경도, Length: 2588, dtype: float64"
동물약국,삼층약국,성북구,37.6026982,127.0236736,"서울특별시 성북구 동소문로 248, 102동 314-1호 (길음동, 삼부아파트)",02-9150-0022,"동물약국성북구0       37.494576 1       37.527672 2       37.594165 3       37.528202 4       37.648003           ...     2583    37.483105 2584    37.504964 2585    37.508142 2586    37.513317 2587    37.482349 Name: 위도, Length: 2588, dtype: float640       126.899029 1       127.127090 2       127.018231 3       127.146117 4       127.034008            ...     2583    127.127887 2584    127.097409 2585    127.116629 2586    127.123137 2587    126.944271 Name: 경도, Length: 2588, dtype: float64"
동물약국,강서천사약국,강서구,37.5581245,126.8374733,"서울특별시 강서구 공항대로36길 9, 1층 (내발산동)",02-2662-20266,"동물약국강서구0       37.494576 1       37.527672 2       37.594165 3       37.528202 4       37.648003           ...     2583    37.483105 2584    37.504964 2585    37.508142 2586    37.513317 2587    37.482349 Name: 위도, Length: 2588, dtype: float640       126.899029 1       127.127090 2       127.018231 3       127.146117 4       127.034008            ...     2583    127.127887 2584    127.097409 2585    127.116629 2586    127.123137 2587    126.944271 Name: 경도, Length: 2588, dtype: float64"
동물약국,한강약국,성북구,37.6094256,127.0298602,"서울특별시 성북구 도봉로 3, 대양직업전문학교,현대스위스저축은행빌딩 1층 (길음동)",02-9888-8979,"동물약국성북구0       37.494576 1       37.527672 2       37.594165 3       37.528202 4       37.648003           ...     2583    37.483105 2584    37.504964 2585    37.508142 2586    37.513317 2587    37.482349 Name: 위도, Length: 2588, dtype: float640       126.899029 1       127.127090 2       127.018231 3       127.146117 4       127.034008            ...     2583    127.127887 2584    127.097409 2585    127.116629 2586    127.123137 2587    126.944271 Name: 경도, Length: 2588, dtype: float64"
동물약국,큰솔약국,은평구,37.6001319,126.9164244,"서울특별시 은평구 연서로 12, 청암빌딩 (역촌동)",02-3838-8869,"동물약국은평구0       37.494576 1       37.527672 2       37.594165 3       37.528202 4       37.648003           ...     2583    37.483105 2584    37.504964 2585    37.508142 2586    37.513317 2587    37.482349 Name: 위도, Length: 2588, dtype: float640       126.899029 1       127.127090 2       127.018231 3       127.146117 4       127.034008            ...     2583    127.127887 2584    127.097409 2585    127.116629 2586    127.123137 2587    126.944271 Name: 경도, Length: 2588, dtype: float64"
동물약국,소망이 샘솟는 느티나무 한약국,양천구,37.517694,126.858786,"서울특별시 양천구 목동서로 400, B상가동 108호 (신정동, 목동신시가지아파트10단지)",02-6082-20792,"동물약국양천구0       37.494576 1       37.527672 2       37.594165 3       37.528202 4       37.648003           ...     2583    37.483105 2584    37.504964 2585    37.508142 2586    37.513317 2587    37.482349 Name: 위도, Length: 2588, dtype: float640       126.899029 1       127.127090 2       127.018231 3       127.146117 4       127.034008            ...     2583    127.127887 2584    127.097409 2585    127.116629 2586    127.123137 2587    126.944271 Name: 경도, Length: 2588, dtype: float64"
동물약국,민트약국,구로구,37.4981863,126.8727711,"서울특별시 구로구 경인로 482, 롯데마트구로점 3층 (구로동)",02-2678-83137,"동물약국구로구0       37.494576 1       37.527672 2       37.594165 3       37.528202 4       37.648003           ...     2583    37.483105 2584    37.504964 2585    37.508142 2586    37.513317 2587    37.482349 Name: 위도, Length: 2588, dtype: float640       126.899029 1       127.127090 2       127.018231 3       127.146117 4       127.034008            ...     2583    127.127887 2584    127.097409 2585    127.116629 2586    127.123137 2587    126.944271 Name: 경도, Length: 2588, dtype: float64"
