type,name,gu,lat,lng,address,tel,typedetail,indoor,businesshours,conditions,cate_mix,dong,Adress
카페,한옥카페 선운각,강북구,37.65551562,126.9987085,서울특별시 강북구 삼양로173길 223,010-3019-1105,카페,실외,매일 11:00 - 21:00    20:00 라스트오더,"목줄,캐리어",카페카페강북구실외목줄 캐리어우이동우이동,우이동,대한민국 서울특별시 강북구 우이동 260-9
카페,dooop,성동구,37.54705168,127.0401828,서울특별시 성동구 서울숲2길 16-8,02-465-1209,브런치,"실내,테라스",Brunch cafe : 12:00pm - 4:00pm    Break time : 4:00pm - 6:00pm    Natural wine bar : 6:00pm - 00:00am,캐리어,카페브런치성동구실내 테라스캐리어성수동1가성수동1가,성수동1가,대한민국 서울특별시 성동구 성수동1가 685-464
카페,33Acre,강동구,37.5631669,127.1498303,서울특별시 강동구 아리수로61길 33,02-3426-3754,카페,실외,* 월 : 휴무일    * 화 : 10:00am ~ 15:00pm    * 수 - 일 : 10:00am ~ 9:00pm    Break time    * 평일 / 15:00pm - 17:00pm    * 주말 / (브레이크타임 없습니다.),목줄,카페카페강동구실외목줄고덕1동고덕1동,고덕1동,대한민국 서울특별시 강동구 고덕1동 584-8
카페,카페별뜨락,종로구,37.59209694,126.9670686,서울특별시 종로구 창의문로 119,010-8446-9832,카페,"실외,테라스",매일 11:00~21:00,목줄,카페카페종로구실외 테라스목줄청운동청운동,청운동,대한민국 서울특별시 종로구 청운동 3-65
카페,메리푸리데이,은평구,37.62009569,126.9192558,서울특별시 은평구 연서로29길 20-25,02-352-1227,카페,"실내,테라스",화요일-일요일 10:00 - 22:00    21:30 라스트오더    월 정기휴무 (매주 월요일),"캐리어,안기",카페카페은평구실내 테라스캐리어 안기갈현동갈현동,갈현동,대한민국 서울특별시 은평구 갈현동 402-29
카페,클로드커피,마포구,37.54643698,126.9432463,서울특별시 마포구 백범로16안길 21,02-701-2608,카페,실외,월요일-토요일 12:00 - 20:00    정기휴무 매주 일요일 (대관X),목줄,카페카페마포구실외목줄대흥동대흥동,대흥동,대한민국 서울특별시 마포구 대흥동 244-2
카페,테이크어샤워,송파구,37.50749097,127.1043493,서울특별시 송파구 송파대로47길 1,070-4307-0910,카페,"실내,실외",매일 12:00 - 22:00,안기,카페카페송파구실내 실외안기석촌동석촌동,석촌동,대한민국 서울특별시 송파구 석촌동 181-1
카페,코너드커피,강남구,37.51688383,127.0238726,서울특별시 강남구 도산대로12길 14,070-4184-1186,카페,실내, ,"목줄,매너벨트",카페카페강남구실내목줄 매너벨트논현동논현동,논현동,대한민국 서울특별시 강남구 논현동 12-15
카페,찰스앤다이애나,동대문구,37.5641643,127.0698351,서울특별시 동대문구 천호대로91길 57,010-5857-1223,카페,실내,매일 11:00 - 새벽 01:00    14:00 - 17:00 브레이크타임    새벽 00:30 라스트오더    정기휴무 (매주 화요일),매너벨트,카페카페동대문구실내매너벨트장안동장안동,장안동,대한민국 서울특별시 동대문구 장안동 444-2
카페,더숲,강서구,37.55898099,126.8290341,서울특별시 강서구 공항대로 194,02-6309-9200,브런치,실내,월~금 10:00 - 20:00    토요일 11:00 - 16:00    공식 빨간날 휴무,캐리어,카페브런치강서구실내캐리어내발산동내발산동,내발산동,대한민국 서울특별시 강서구 내발산동 327-3
카페,위드멍,송파구,37.50084376,127.1070174,서울특별시 송파구 가락로 98,010-4299-0514,애견카페,"실내,루프탑",매일 11:00 - 22:00   21:00 라스트오더,없음,카페애견카페송파구실내 루프탑없음가락로가락로,가락로,대한민국 서울특별시 송파구 가락로 98 1층
카페,개판카페,관악구,37.47692805,126.9520627,서울특별시 관악구 관악로 133,02-877-3573,애견카페,실내,매일 10:00 - 21:00,없음,카페애견카페관악구실내없음봉천동봉천동,봉천동,대한민국 서울특별시 관악구 봉천동 1701
카페,마리앤독,중랑구,37.60420344,127.0774844,서울특별시 중랑구 중랑역로 122,02-487-3424,애견카페,실내,월 : 10:00 - 21:00   화 : 10:00 - 21:00   수 : 10:00 - 21:00   목 : 10:00 - 21:00   금 : 10:00 - 21:00   토 : (12/25)10:00 - 18:00   일 : 11:00 - 20:00,없음,카페애견카페중랑구실내없음중화동중화동,중화동,대한민국 서울특별시 중랑구 중화동 307-63
카페,어야가자애견카페,강남구,37.50661323,127.0397744,서울특별시 강남구 테헤란로39길 66,070-8830-0808,애견카페,실내,매일 10:00 - 21:30,없음,카페애견카페강남구실내없음역삼1동역삼1동,역삼1동,대한민국 서울특별시 강남구 역삼1동 662-1
카페,런닝독,은평구,37.59145765,126.9151541,서울특별시 은평구 가좌로 251,010-6871-7770,애견카페,실내,월 : 13:00 - 22:00   화 : 13:00 - 22:00   수 : 정기휴무 (매주 수요일)   목 : 13:00 - 22:00   금 : 13:00 - 22:00   토 : 13:00 - 22:00   일 : 13:00 - 22:00,없음,카페애견카페은평구실내없음응암동응암동,응암동,대한민국 서울특별시 은평구 응암동 585-10
카페,도그인시티,관악구,37.48010256,126.9309352,서울특별시 관악구 신림로 286,02-6408-0995,애견카페,실내,월 : 13:00 - 21:00   화 : 13:00 - 21:00   수 : 13:00 - 21:00   목 : 13:00 - 21:00   금 : 13:00 - 21:00   토 : (12/25)(성탄절)13:00 - 19:00   일 : 13:00 - 21:00,없음,카페애견카페관악구실내없음신림로신림로,신림로,대한민국 서울특별시 관악구 신림로 286 2층
카페,오늘도댕댕,강서구,37.56584614,126.812091,서울특별시 강서구 방화동로 59,02-6080-1389,애견카페,"실내,루프탑",매일 00:00 - 24:00 카페는 주말 13:00 - 21:00까지 운영합니다:),없음,카페애견카페강서구실내 루프탑없음방화2동방화2동,방화2동,대한민국 서울특별시 강서구 방화2동 606-112
카페,동건s애견카페,서초구,37.49314709,126.9861724,서울특별시 서초구 방배중앙로 157,02-533-8146,애견카페,실내,수 : 14:00 - 22:00   목 : 14:00 - 22:00   금 : 14:00 - 22:00   토 : 14:00 - 22:00   일 : 14:00 - 22:00   월 : 정기휴무 (매주 월요일)   화 : 14:00 - 22:00,없음,카페애견카페서초구실내없음방배동방배동,방배동,대한민국 서울특별시 서초구 방배동 778-20
카페,맘마,송파구,37.50803505,127.1335516,서울특별시 송파구 중대로 312,070-7792-7770,카페,"실내,실외",매일 10:00 - 22:00,매너벨트,카페카페송파구실내 실외매너벨트중대로중대로,중대로,대한민국 서울특별시 송파구 중대로 312
카페,두젠틀장승배기역점,동작구,37.50543138,126.9428728,서울특별시 동작구 상도로 217-4,02-6014-2120,애견카페,실내,매일 11:00 - 22:00,없음,카페애견카페동작구실내없음상도2동상도2동,상도2동,대한민국 서울특별시 동작구 상도2동 26-27
카페,카페곳,서대문구,37.58484503,126.936418,서울특별시 서대문구 홍제내2나길 2,070-4406-9090,애견카페,실내,"평일 12:00 - 22:00 시간외 애견호텔,유치원 문의   토요일 12:00 - 21:00   일요일 휴무",없음,카페애견카페서대문구실내없음홍제1동홍제1동,홍제1동,대한민국 서울특별시 서대문구 홍제1동 361-5
카페,디어도그 본점,은평구,37.5868254,126.9199703,서울특별시 은평구 응암로12길 32-1,010-4258-9699,애견카페,실내,"매일 09:00 - 20:00 데이케어,유치원,호텔   토요일 13:00 - 20:00 카페   일요일 13:00 - 19:00 카페",없음,카페애견카페은평구실내없음응암3동응암3동,응암3동,대한민국 서울특별시 은평구 응암3동 752-5
카페,김바니네,동대문구,37.5680105,127.0574061,서울특별시 동대문구 전농로 36,010-7550-9873,애견카페,실내,매일 11:00 - 21:00 [매주 금요일 휴무],없음,카페애견카페동대문구실내없음답십리동답십리동,답십리동,대한민국 서울특별시 동대문구 답십리동 전농로 36
카페,펫티 애견카페,강서구,37.55866871,126.8321734,서울특별시 강서구 공항대로 222,02-2064-0043,애견카페,"실내,실외",매일 10:30 - 21:30,없음,카페애견카페강서구실내 실외없음공항대로공항대로,공항대로,대한민국 서울특별시 강서구 공항대로 194
카페,두젠틀,강남구,37.50411917,127.0358075,서울특별시 강남구 논현로 534,02-6259-1436,애견카페,실내,매일 10:00 - 21:00 위탁   매일 12:00 - 21:00 카페,없음,카페애견카페강남구실내없음논현로논현로,논현로,대한민국 서울특별시 강남구 논현로 534
카페,킨더독,송파구,37.50389477,127.0872663,서울특별시 송파구 삼전로 53,02-6959-5979,애견카페,실내,매일 09:00 - 21:00 유치원 9:00-21:00   매일 12:00 - 21:00 카페 10:00-21:00,없음,카페애견카페송파구실내없음잠실동잠실동,잠실동,대한민국 서울특별시 송파구 잠실동 336-8
카페,루프독,노원구,37.6218244,127.0738814,서울특별시 노원구 동일로 1027,010-3764-1024,애견카페,실내,매일 09:00 - 21:00 유치원 호텔 위탁 가능시간   매일 11:00 - 21:00 카페 오픈 시간,없음,카페애견카페노원구실내없음공릉동공릉동,공릉동,대한민국 서울특별시 노원구 공릉동 576-24
카페,구름뜬하늘,마포구,37.55414552,126.9271001,서울특별시 마포구 와우산로27길 21,02-3144-4978,애견카페,실내,월 : 11:00 - 22:00   화 : 정기휴무 (매주 화요일)   수 : 11:00 - 22:00   목 : 11:00 - 22:00   금 : 11:00 - 22:00   토 : (12/25) (성탄절)11:00 - 22:00,없음,카페애견카페마포구실내없음서울특별시서울특별시,서울특별시,대한민국 서울특별시 대한민국 서울특별시 마포구 서교동 339-5
카페,퍼피앤커피,관악구,37.48151935,126.9294695,서울특별시 관악구 신원로 40-16,02-883-1143,애견카페,실내,매일 12:00 - 21:00 매주 수요일 휴일,없음,카페애견카페관악구실내없음서원동서원동,서원동,대한민국 서울특별시 관악구 서원동 1637-18 퍼피앤커피
카페,독특하개,관악구,37.48689166,126.9261601,서울특별시 관악구 신림동길 23-1,070-7655-4550,애견카페,실내,월14:00 - 새벽 00:00   화14:00 - 새벽 00:00   수14:00 - 새벽 00:00   목14:00 - 새벽 00:00   금14:00 - 새벽 00:00   토14:00 - 새벽 00:00,없음,카페애견카페관악구실내없음신림동신림동,신림동,대한민국 서울특별시 관악구 신림동 1438-13
카페,개상전 애견카페,은평구,37.61021895,126.9292017,서울특별시 은평구 통일로 727-5,070-4404-1212,애견카페,실내,월11:00 - 22:00   화11:00 - 22:00   수11:00 - 22:00   목11:00 - 22:00   금11:00 - 22:00   토12:00 - 22:00   일12:00 - 22:00,없음,카페애견카페은평구실내없음대조동대조동,대조동,대한민국 서울특별시 은평구 대조동 14-26
카페,커멍커멍,강서구,37.56009264,126.8383041,서울특별시 강서구 강서로 385,02-6013-5949,애견카페,실내,평일 07:30 - 21:00 카페 마감 20:30 / 유치원 마감 21:00   주말 10:00 - 21:00 카페 마감 20:30 / 유치원 마감 21:00   공휴일 10:00 - 21:00 카페 마감 20:30 / 유치원 마감 21:00,없음,카페애견카페강서구실내없음가양동가양동,가양동,대한민국 서울특별시 강서구 가양동 1131
카페,카페 루,송파구,37.50580225,127.1385826,서울특별시 송파구 동남로29길 8-10,02-443-5559,애견카페,"실내,루프탑",매일 11:00 - 21:00,없음,카페애견카페송파구실내 루프탑없음오금동오금동,오금동,대한민국 서울특별시 송파구 오금동 99-13
카페,전설의강아지,강남구,37.51201752,127.0411656,서울특별시 강남구 선릉로115길 22,010-5773-0515,애견카페,"실내,실외",매일 08:30 - 21:30,없음,카페애견카페강남구실내 실외없음논현동논현동,논현동,대한민국 서울특별시 강남구 논현동 265-23
카페,반려문화,강남구,37.51596415,127.0332896,서울특별시 강남구 언주로133길 23,02-2088-3375,애견카페,"실내,실외",매일 10:00 - 21:30   오후 10시 이후 방문 하시는 분은 매장으로 연락 부탁드립니다.,없음,카페애견카페강남구실내 실외없음논현2동논현2동,논현2동,대한민국 서울특별시 강남구 논현2동 85-13
카페,리리앤펫,강북구,37.63792536,127.0268907,서울특별시 강북구 한천로131길 33,02-6368-4473,애견카페,실내,매일 09:00 - 22:00 놀이방&호텔 OPEN   매일 12:00 - 22:00 카페OPEN   수요일 휴무 빨간날은 정상영업 합니다:),없음,카페애견카페강북구실내없음한천로131길한천로131길,한천로131길,대한민국 서울특별시 강북구 한천로131길 33
카페,애니멀고파크,강남구,37.51810688,127.0538886,서울특별시 강남구 삼성로120길 36,02-6204-5960,애견카페,"실내,실외",매일 10:00 - 23:00, ,카페애견카페강남구실내 실외 삼성로120길삼성로120길,삼성로120길,대한민국 서울특별시 강남구 삼성로120길 36
카페,포포앤미루,강동구,37.52526883,127.1342446,서울특별시 강동구 양재대로89가길 30,02-471-8825,애견카페,실내,화 : 정기휴무 (매주 화요일)   수 : 13:00 - 21:00   목 : 13:00 - 21:00   금 : 13:00 - 21:00   토 : 12:00 - 21:00   일 : 12:00 - 21:00   월 : 13:00 - 21:00,없음,카페애견카페강동구실내없음성내동성내동,성내동,대한민국 서울특별시 강동구 성내동 439-10
카페,강아지대학로,종로구,37.58009773,127.0036835,서울특별시 종로구 대학로12길 92,010-6899-2004,애견카페,실내,매일 13:00 - 20:30,없음,카페애견카페종로구실내없음동숭동동숭동,동숭동,대한민국 서울특별시 종로구 동숭동 1-139
카페,카페멍 목동점,양천구,37.52521098,126.8753673,서울특별시 양천구 오목로 337-10,02-2644-1351,애견카페,실내,매일 12:00 ~ 22:00,없음,카페애견카페양천구실내없음목동목동,목동,대한민국 서울특별시 양천구 목동 406-271
카페,강아지카페카페개네,성북구,37.5911725,127.0197083,서울특별시 성북구 보문로34길 80,02-926-3004,애견카페,실내,매일 12:00 - 21:00,없음,카페애견카페성북구실내없음동선동2가동선동2가,동선동2가,대한민국 서울특별시 성북구 동선동2가 135-1
카페,뭉스벨리,강동구,37.53747971,127.1284338,서울특별시 강동구 천호대로 1045,010-2900-8412,애견카페,"실내,실외",화 : 12:00 - 22:00   수 : 12:00 - 22:00   목 : 12:00 - 22:00   금 : 12:00 - 22:00   토 : 11:00 - 22:00   일 : 11:00 - 22:00   월 : 정기휴무 (매주 월요일),없음,카페애견카페강동구실내 실외없음천호동천호동,천호동,대한민국 서울특별시 강동구 천호동 452
카페,애견카페히릿 건대점,광진구,37.5469693,127.0744061,서울특별시 광진구 광나루로 404,070-8870-4442,애견카페,실내,매일 12:00 - 22:00,매너벨트,카페애견카페광진구실내매너벨트화양동화양동,화양동,대한민국 서울특별시 광진구 화양동 111-72
카페,써니네애견카페,마포구,37.55672181,126.9254795,서울특별시 마포구 양화로18안길 16,02-334-3712,애견카페,실내,"매일 11:00 - 22:00 유치원, 호텔   매일 13:00 - 22:00 카페   목요일 13:00 - 19:00 미용",없음,카페애견카페마포구실내없음양화로18안길양화로18안길,양화로18안길,대한민국 서울특별시 마포구 양화로18안길 16
카페,도그존,송파구,37.50910777,127.0831908,서울특별시 송파구 올림픽로12길 28,070-7720-0427,애견카페,실내,월 : 12:00 - 21:00   화 : 정기휴무 (매주 화요일)   수 : 12:00 - 21:00   목 : 12:00 - 21:00   금 : 12:00 - 21:00   토 : 12:00 - 21:00   일 : 12:00 - 21:00,없음,카페애견카페송파구실내없음잠실동잠실동,잠실동,대한민국 서울특별시 송파구 잠실동 204-8
카페,혼자두면장판뜯어서차린개카페,관악구,37.48512152,126.9356761,서울특별시 관악구 남부순환로 1665,010-2400-9999,애견카페,"실내,실외","매일 11:00 - 22:00 카페 연중무휴   매일 08:30 - 22:00 운동장.호텔,유치원,수영장,애견미용,훈련",없음,카페애견카페관악구실내 실외없음봉천동봉천동,봉천동,대한민국 서울특별시 관악구 봉천동 959-2
카페,다시사랑받개,중랑구,37.61897034,127.1036036,서울특별시 중랑구 용마산로139나길 83,02-6958-6225,애견카페,실내,월 : 13:00 - 20:00   화 : 13:00 - 20:00   수 : 정기휴무 (매주 수요일)   목 : 13:00 - 20:00   금 : 13:00 - 20:00   토 : 13:00 - 20:00   일 : 13:00 - 20:00,없음,카페애견카페중랑구실내없음용마산로139나길용마산로139나길,용마산로139나길,대한민국 서울특별시 중랑구 용마산로139나길 83
카페,똥강아지카페,중랑구,37.57520556,127.0884853,서울특별시 중랑구 용마산로 248,02-435-0722,애견카페,실내,월 : 정기휴무 (매주 월요일)   화 : 12:00 - 20:00   수 : 12:00 - 20:00   목 : 12:00 - 20:00   금 : 12:00 - 20:00   토 : 11:00 - 20:00   일 : 11:00 - 20:00,매너벨트,카페애견카페중랑구실내매너벨트면목동면목동,면목동,대한민국 서울특별시 중랑구 면목동 1502-2
카페,테디랩,양천구,37.52071163,126.8585579,서울특별시 양천구 신월로36길 11,070-8722-4441,브런치,"실외,테라스",매일 11:00 - 21:59 설/추석 이틀 휴무외 연중무휴    매일 11:00 - 21:00 식사가능한시간/식사마감시간,캐리어,카페브런치양천구실외 테라스캐리어신정동신정동,신정동,대한민국 서울특별시 양천구 신정동 1024-1
카페,코코샌드,마포구,37.55967262,126.9252524,서울특별시 마포구 양화로23길 22-7,02-3144-1112,카페,"실내,루프탑",매일 12:00 - 22:00,"목줄,매너벨트",카페카페마포구실내 루프탑목줄 매너벨트동교동동교동,동교동,대한민국 서울특별시 마포구 동교동 148-7
카페,데이즈커피,영등포구,37.51942067,126.9386104,서울특별시 영등포구 63로 36,02-782-5979,카페,실내,"평일 10:30 - 17:30    주말, 공휴일휴무","캐리어,안기",카페카페영등포구실내캐리어 안기63로63로,63로,대한민국 서울특별시 영등포구 63로 36
카페,카페 아리네,양천구,37.52537042,126.8727156,서울특별시 양천구 목동동로 222-11,02-2648-5735,카페,"실내,테라스",주말 12:00 - 23:00    평일 11:00 - 23:00,"목줄,매너벨트",카페카페양천구실내 테라스목줄 매너벨트목동목동,목동,대한민국 서울특별시 양천구 목동 406-101
카페,디저트라인업,성북구,37.60691106,127.0286769,서울특별시 성북구 동소문로 304,070-7704-9997,카페,"실내,실외",평일 09:00 - 21:00    주말 11:00 - 21:00,목줄,카페카페성북구실내 실외목줄월곡1동월곡1동,월곡1동,대한민국 서울특별시 성북구 월곡1동 88-429
카페,테라스461,종로구,37.60015066,126.956821,서울특별시 종로구 홍지문길 7,070-8650-0328,카페,"실내,테라스","평일 09:00 - 20:00    주말 09:00 - 17:00    공휴일 09:00 - 17:00, 1월1일/설날/추석 당일휴무","목줄,캐리어",카페카페종로구실내 테라스목줄 캐리어홍지동홍지동,홍지동,대한민국 서울특별시 종로구 홍지동 46-1
카페,멍멍벅스,마포구,37.55205953,126.9206602,서울특별시 마포구 잔다리로6길 28-1,070-4512-3435,애견카페,"실내,실외",매일 10:30 - 21:00 오후 8시 주문 마감    연중무휴,매너벨트,카페애견카페마포구실내 실외매너벨트서교동서교동,서교동,대한민국 서울특별시 마포구 서교동 366-29
카페,슬라이스룸,마포구,37.54613892,126.9220638,서울특별시 마포구 와우산로3길 16,070-7630-0603,카페,"실내,테라스",매일 11:30 - 23:00    월요일 휴무,"목줄,매너벨트",카페카페마포구실내 테라스목줄 매너벨트서강동서강동,서강동,대한민국 서울특별시 마포구 서강동 와우산로3길
카페,그랜마,마포구,37.55845905,126.9036051,서울특별시 마포구 포은로 131,02-9192-0096,카페,실내,"매일12:30-22:00 , 매주 월요일 휴무(유동적 휴무 인스타공지)","목줄,매너벨트",카페카페마포구실내목줄 매너벨트망원2동망원2동,망원2동,대한민국 서울특별시 마포구 망원2동 426-13
카페,커피빈 위례2차아이파크점,송파구,37.47861711,127.1437588,서울특별시 송파구 위례광장로 230,02-449-9703,카페,"실내,실외",평일 08:30 - 21:00    주말 09:00 - 21:00    공휴일 09:00 - 21:00,"목줄,캐리어,매너벨트",카페카페송파구실내 실외목줄 캐리어 매너벨트dong장지동,장지동,대한민국 서울특별시 서울위례별초교
카페,피알앤티,종로구,37.57513242,127.0215822,서울특별시 종로구 종로 399,010-8960-3826,카페,실내, ,목줄,카페카페종로구실내목줄숭인동숭인동,숭인동,대한민국 서울특별시 종로구 숭인동 1051
카페,시월생,종로구,37.57958127,127.017724,서울특별시 종로구 동망산1길 2,010-8780-3516,카페,실내, ,"목줄,안기",카페카페종로구실내목줄 안기숭인1동숭인1동,숭인1동,대한민국 서울특별시 종로구 숭인1동 31-1
카페,바람이 살랑,종로구,37.5841279,126.9972426,서울특별시 종로구 창경궁로29길 35,02-766-1013,카페,실외, ,목줄,카페카페종로구실외목줄명륜3가명륜3가,명륜3가,대한민국 서울특별시 종로구 명륜3가 216-3
카페,비스까미노,종로구,37.58184047,126.997781,서울특별시 종로구 창경궁로26길 4,010-5028-9272,카페,실외, ,목줄,카페카페종로구실외목줄명륜4가명륜4가,명륜4가,대한민국 서울특별시 종로구 명륜4가 206-54
카페,어웨이크커피바,종로구,37.58453137,127.0026976,서울특별시 종로구 대학로14길 26-1,010-2746-0232,카페,실내, ,목줄,카페카페종로구실내목줄혜화동혜화동,혜화동,대한민국 서울특별시 종로구 혜화동 163-43
카페,오후홍콩 대학로점,종로구,37.58172859,127.0001743,서울특별시 종로구 대학로9길 31-3,02-741-2028,카페,실내, ,목줄,카페카페종로구실내목줄대학로9길대학로9길,대학로9길,대한민국 서울특별시 종로구 대학로9길 33
카페,별달밤,종로구,37.5860307,126.996887,서울특별시 종로구 성균관로 38,010-5094-2700,카페,실내, ,목줄,카페카페종로구실내목줄명륜1가명륜1가,명륜1가,대한민국 서울특별시 종로구 명륜1가 98-1
카페,보통의,종로구,37.58055641,127.0041907,서울특별시 종로구 동숭길 51,010-6410-2506,카페,실내, ,목줄,카페카페종로구실내목줄동숭동동숭동,동숭동,대한민국 서울특별시 종로구 동숭동 1-147
카페,카인드플레이트,종로구,37.57572021,126.9990064,서울특별시 종로구 율곡로 182,070-8887-1700,카페,실내, ,목줄,카페카페종로구실내목줄종로1.2.3.4가동종로1.2.3.4가동,종로1.2.3.4가동,대한민국 서울특별시 종로구 종로1.2.3.4가동 49-5
카페,순라길 예카페 비비,종로구,37.57296477,126.9930084,서울특별시 종로구 서순라길 55,02-3672-1599,카페,실외, ,목줄,카페카페종로구실외목줄봉익동봉익동,봉익동,대한민국 서울특별시 종로구 봉익동 12-4
카페,무위낙원,종로구,37.57344951,126.9894593,서울특별시 종로구 수표로28길 17-25,02-766-3982,카페,실내,월   Kitchen 11:30 - 22:00   21:00 라스트오더   Cafe 11:00 - 18:00      화   Kitchen 11:30 - 22:00   21:00 라스트오더   Cafe 11:00 - 18:00      수   Kitchen 11:30 - 22:00   21:00 라스트오더   Cafe 11:00 - 18:00      목   Kitchen 11:30 - 22:00   21:00 라스트오더   Cafe 11:00 - 18:00      금   Kitchen 11:30 - 22:00   21:00 라스트오더   Cafe 11:00 - 18:00      토   Kitchen 11:30 - 22:00   21:00 라스트오더   Cafe 11:00 - 18:00      일   Kitchen 정기휴무 (매주 일요일)   Cafe 정기휴무 (매주 일요일)      Kitchen - 휴무일이 일요일로 변경되었습니다.   Cafe - 휴무일이 일요일로 변경되었습니다.,목줄,카페카페종로구실내목줄익선동익선동,익선동,대한민국 서울특별시 종로구 익선동 166-86
카페,스테이지28 웁시데이지,강동구,37.56582639,127.1469487,서울특별시 강동구 아리수로61길 105,02-3426-1928,카페,"실내,실외",월 정기휴무 (매주 월요일)   화 11:00 - 19:00   수 11:00 - 19:00   목 11:00 - 19:00   금 11:00 - 19:00   토 11:00 - 20:00   일 11:00 - 20:00      7월 28일 ~ 7월 31일 행사 진행으로 인한 휴관,"목줄,매너벨트",카페카페강동구실내 실외목줄 매너벨트아리수로61길아리수로61길,아리수로61길,대한민국 서울특별시 강동구 아리수로61길 105
카페,제이스킹커피 창덕궁점,종로구,37.57678931,126.9894068,서울특별시 종로구 율곡로6길 11,02-6013-0254,카페,실내, ,목줄,카페카페종로구실내목줄종로1.2.3.4가동종로1.2.3.4가동,종로1.2.3.4가동,대한민국 서울특별시 종로구 종로1.2.3.4가동 14
