p_name,p_type,menu,,openhours,entryoption,tel_no,guname,address,road_address,lat,long,cate_mix
이촌바,음식점,퓨전,실내, ,목줄,02-749-2007,용산구,서울특별시 용산구 이촌로88길 16 미학빌딩 4층,서울특별시 용산구 이촌로88길 16,37.5178484697556,126.977647490904,음식점퓨전용산구실내목줄
오썸델리,음식점,한식,실내, ,목줄,070-8118-0009,용산구,서울특별시 용산구 한강대로 95,서울특별시 용산구 한강대로 95,37.5288173852679,126.966653789116,음식점한식용산구실내목줄
도로시락,음식점,퓨전,실내, ,목줄,02-6368-6365,용산구,서울특별시 용산구 한강대로 95 래미안더센트럴 지하2층 242호,서울특별시 용산구 한강대로 95,37.5288173852679,126.966653789116,음식점퓨전용산구실내목줄
산골녹차냉면,음식점,한식,실내, ,목줄,02-716-1988,용산구,서울특별시 용산구 효창원로 147,서울특별시 용산구 효창원로 147,37.5412850612069,126.961852857892,음식점한식용산구실내목줄
로리스피자,음식점,피자,실내, ,목줄,02-792-0770,용산구,서울특별시 용산구 한강대로 95 래미안 용산 더센트럴 상가 A동 지하2층 220호,서울특별시 용산구 한강대로 95,37.5288173852679,126.966653789116,음식점피자용산구실내목줄
유키사키,음식점,일식,실내, ,목줄,010-6203-4748,용산구,서울특별시 용산구 후암로57길 51-3 1층,서울특별시 용산구 후암로57길 51-3,37.5512476802498,126.974168385707,음식점일식용산구실내목줄
줄라이 카레,음식점,퓨전,실내, ,목줄,02-6338-1456,용산구,서울특별시 용산구 한강대로76길 11-42,서울특별시 용산구 한강대로76길 11-42,37.5424837423435,126.973708610845,음식점퓨전용산구실내목줄
진대포,음식점,한식,실내, ,목줄,02-717-0398,용산구,서울특별시 용산구 한강대로77길 11,서울특별시 용산구 한강대로77길 11,37.5417114040155,126.972130856033,음식점한식용산구실내목줄
DONO,음식점,피자,실내, ,목줄,02-3785-0501,용산구,서울특별시 용산구 이태원로54길 63,서울특별시 용산구 이태원로54길 63,37.5357105109191,127.001234056434,음식점피자용산구실내목줄
쏭타이치앙마이,음식점,퓨전,실내, ,목줄,02-749-5170,용산구,서울특별시 용산구 한강대로40길 39-5 1층,서울특별시 용산구 한강대로40길 39-5,37.5303665102131,126.971605603739,음식점퓨전용산구실내목줄
버뮤다삼각지,음식점,퓨전,실내, ,목줄,02-749-6789,용산구,"서울특별시 용산구 한강대로52길 19 1, 2층",서울특별시 용산구 한강대로52길 19,37.5320389253485,126.972264903546,음식점퓨전용산구실내목줄
카페 시바,음식점,퓨전,실내, ,목줄,070-7543-1339,용산구,서울특별시 용산구 한강대로 276-1 1층,서울특별시 용산구 한강대로 276-1,37.5429585485849,126.972821991956,음식점퓨전용산구실내목줄
바리,음식점,퓨전,실내, ,목줄,02-797-7090,용산구,서울특별시 용산구 회나무로 41,서울특별시 용산구 회나무로 41,37.5398352369453,126.991167416752,음식점퓨전용산구실내목줄
Nm,음식점,퓨전,실내, ,목줄,02-6407-4949,용산구,서울특별시 용산구 한강대로62나길 20-32 1층,서울특별시 용산구 한강대로62나길 20-32,37.5338569396831,126.97540252766,음식점퓨전용산구실내목줄
맥파이 이태원점,음식점,피자,실내, ,목줄,02-749-2703,용산구,서울특별시 용산구 녹사평대로 244-1,서울특별시 용산구 녹사평대로 244-1,37.5394493642832,126.98746714482,음식점피자용산구실내목줄
로코스 비비큐 경리단길본점,음식점,퓨전,실내, ,목줄,02-794-3234,용산구,서울특별시 용산구 회나무로 83,서울특별시 용산구 회나무로 83,37.5409871411854,126.995540359983,음식점퓨전용산구실내목줄
소셜해이븐,음식점,퓨전,실내, ,목줄,010-7507-8229,용산구,서울특별시 용산구 신흥로 39,서울특별시 용산구 신흥로 39,37.5421022434963,126.987235189353,음식점퓨전용산구실내목줄
포티파이드,음식점,퓨전,실내, ,목줄,010-5925-4665,용산구,서울특별시 용산구 신흥로 9 1층,서울특별시 용산구 신흥로 9,37.53934960087,126.986445878433,음식점퓨전용산구실내목줄
하늘이네,음식점,한식,테라스, ,목줄,02-318-9933,용산구,서울특별시 용산구 신흥로 96,서울특별시 용산구 신흥로 96,37.5455132334851,126.984834519408,음식점한식용산구테라스목줄
GIL BAR DAK,음식점,퓨전,실내, ,목줄,011-9360-1113,용산구,서울특별시 용산구 소월로20길 26-18,서울특별시 용산구 소월로20길 26-18,37.54504555624,126.985081297785,음식점퓨전용산구실내목줄
서울앤쏘울,음식점,퓨전,실내, ,목줄,010-7705-3644,용산구,서울특별시 용산구 신흥로 97-5 1층,서울특별시 용산구 신흥로 97-5,37.5452279832902,126.984882442988,음식점퓨전용산구실내목줄
해방촌 신코,음식점,일식,실내, ,목줄,010-3439-3544,용산구,서울특별시 용산구 신흥로 99-1,서울특별시 용산구 신흥로 99-1,37.5450858914689,126.984849316478,음식점일식용산구실내목줄
성광대도,음식점,퓨전,실내, ,목줄,070-7720-1396,용산구,서울특별시 용산구 신흥로 63,서울특별시 용산구 신흥로 63,37.5438924246883,126.987098983911,음식점퓨전용산구실내목줄
팟카파우,음식점,퓨전,실내, ,안기,070-8880-2521,용산구,서울특별시 용산구 신흥로 97-6 신흥시장안 2층,서울특별시 용산구 신흥로 97-6,37.5451940137369,126.984867739327,음식점퓨전용산구실내안기
베제투스,음식점,퓨전,테라스, ,목줄,070-8824-5959,용산구,서울특별시 용산구 신흥로 59,서울특별시 용산구 신흥로 59,37.5437080982902,126.987265580732,음식점퓨전용산구테라스목줄
후암동싸이드,음식점,퓨전,실내, ,목줄,070-4139-9291,용산구,서울특별시 용산구 두텁바위로 67-1 1층,서울특별시 용산구 두텁바위로 67-1,37.5462301021302,126.979664686012,음식점퓨전용산구실내목줄
흐이,음식점,퓨전,실내, ,캐리어,02-319-3201,용산구,서울특별시 용산구 두텁바위로 71,서울특별시 용산구 두텁바위로 71,37.5462880194399,126.980094110615,음식점퓨전용산구실내캐리어
후암종점,음식점,퓨전,실내, ,목줄,010-8689-8857,용산구,서울특별시 용산구 두텁바위로 83 1층,서울특별시 용산구 두텁바위로 83,37.546879403161,126.980993465401,음식점퓨전용산구실내목줄
쭈꾸미도사 성수점,음식점,한식,실외, ,목줄,02-414-4991,성동구,서울특별시 성동구 아차산로 110 1층,서울특별시 성동구 아차산로 110,37.544187377233,127.056157450059,음식점한식성동구실외목줄
냐항,음식점,퓨전,실내, ,목줄,02-497-5279,성동구,서울특별시 성동구 연무장길 9-6 1층,서울특별시 성동구 연무장길 9-6,37.5439522083595,127.051012863932,음식점퓨전성동구실내목줄
피자시즌,음식점,피자,실내, ,목줄,02-466-6904,성동구,서울특별시 성동구 성수이로14길 14 성수연방 1층,서울특별시 성동구 성수이로14길 14,37.5414076146252,127.056908279292,음식점피자성동구실내목줄
굿갓레스토랑 성수역점,음식점,양식,루프탑, ,목줄,010-3748-2497,성동구,서울특별시 성동구 연무장길 41-22 2층 201호,서울특별시 성동구 연무장길 41-22,37.5433352104644,127.05423328844,음식점양식성동구루프탑목줄
봉쥬르,음식점,퓨전,실내, ,목줄,02-6082-7238,성동구,서울특별시 성동구 상원2길 7,서울특별시 성동구 상원2길 7,37.5459651756434,127.049638674662,음식점퓨전성동구실내목줄
정동진,음식점,한식,실외, ,목줄,010-3442-2079,성동구,서울특별시 성동구 한림말1길 15-2,서울특별시 성동구 한림말1길 15-2,37.5426973864701,127.016174357771,음식점한식성동구실외목줄
다락방,음식점,퓨전,실내, ,목줄,010-3342-8169,성동구,서울특별시 성동구 장터길 30-1,서울특별시 성동구 장터길 30-1,37.5482071647268,127.019256055354,음식점퓨전성동구실내목줄
브레라,음식점,양식,실내, ,목줄,02-2236-0770,중구,서울특별시 중구 동호로17길 295 대명빌딩 2층,서울특별시 중구 동호로17길 295,37.5483764768575,127.006943208627,음식점양식중구실내목줄
조옥당 약수본점,음식점,한식,테라스, ,목줄,02-2232-8282,중구,서울특별시 중구 동호로12길 39 1층,서울특별시 중구 동호로12길 39,37.5570070668676,127.011343488999,음식점한식중구테라스목줄
버거점프,음식점,햄버거,실외, ,목줄,02-464-5336,성동구,서울특별시 성동구 서울숲2길 32-14 A동 1층 103호,서울특별시 성동구 서울숲2길 32-14,37.5456773286722,127.042914714267,음식점햄버거성동구실외목줄
메시,음식점,일식,실내, ,목줄,02-461-1121,성동구,서울특별시 성동구 상원2길 3,서울특별시 성동구 상원2길 3,37.5460155615366,127.04937595267,음식점일식성동구실내목줄
타이인플레이트,음식점,퓨전,실외, ,목줄,02-2298-0984,성동구,서울특별시 성동구 사근동8길 3 우리빌딩,서울특별시 성동구 사근동8길 3,37.560615412359,127.047194851115,음식점퓨전성동구실외목줄
한우리,음식점,한식,실내, ,목줄,02-2296-0908,성동구,서울특별시 성동구 살곶이길 40 마장동우시장먹자골목,서울특별시 성동구 살곶이길 40,37.5712588467467,127.041265161909,음식점한식성동구실내목줄
73명품도야지,음식점,한식,실내, ,목줄,02-2282-1973,성동구,서울특별시 성동구 마장로 137 텐즈힐몰 1층 147호,서울특별시 성동구 마장로 137,37.5678250213491,127.025053595952,음식점한식성동구실내목줄
금남방,음식점,퓨전,실내, ,목줄,-,성동구,서울특별시 성동구 독서당로 285,서울특별시 성동구 독서당로 285,37.5478663350439,127.020744725563,음식점퓨전성동구실내목줄
삼맛호오떡 왕십리본점,음식점,퓨전,실내, ,목줄,02-2299-3396,성동구,서울특별시 성동구 무학봉16길 26 1층,서울특별시 성동구 무학봉16길 26,37.5597548691758,127.033166229761,음식점퓨전성동구실내목줄
재즈라운지,음식점,퓨전,실내, ,목줄,010-7940-2555,광진구,서울특별시 광진구 능동로19길 7-6,서울특별시 광진구 능동로19길 7-6,37.5467255757234,127.073121382082,음식점퓨전광진구실내목줄
시홍쓰,음식점,퓨전,실내, ,목줄,010-8680-4330,광진구,서울특별시 광진구 능동로17길 5 1층,서울특별시 광진구 능동로17길 5,37.546055025643,127.073018997047,음식점퓨전광진구실내목줄
반둥식당,음식점,퓨전,실내, ,목줄,02-2122-1288,광진구,서울특별시 광진구 아차산로 200 커먼그라운드 3층,서울특별시 광진구 아차산로 200,37.5410566332301,127.065669226745,음식점퓨전광진구실내목줄
도우피는남자,음식점,피자,실내, ,목줄,02-932-6924,광진구,서울특별시 광진구 광장로 66-1,서울특별시 광진구 광장로 66-1,37.5473457375283,127.104603398544,음식점피자광진구실내목줄
건대사시미,음식점,일식,실내, ,캐리어,02-465-3222,광진구,서울특별시 광진구 아차산로33길 23,서울특별시 광진구 아차산로33길 23,37.5413859356175,127.070232599521,음식점일식광진구실내캐리어
미주류,음식점,퓨전,실내, ,목줄,070-8285-4864,광진구,서울특별시 광진구 면목로 31 1층,서울특별시 광진구 면목로 31,37.5569568106573,127.076189609868,음식점퓨전광진구실내목줄
알고,음식점,양식,실내, ,목줄,02-3409-2645,광진구,서울특별시 광진구 광나루로17길 10,서울특별시 광진구 광나루로17길 10,37.5481167883366,127.072861336247,음식점양식광진구실내목줄
식당 사사로운,음식점,양식,실내, ,목줄,010-6216-1062,광진구,서울특별시 광진구 천호대로112길 48-4,서울특별시 광진구 천호대로112길 48-4,37.554235354391,127.080392292093,음식점양식광진구실내목줄
몽우,음식점,퓨전,실내, ,목줄,010-6559-5682,광진구,서울특별시 광진구 면목로7길 13 1층,서울특별시 광진구 면목로7길 13,37.559542413419,127.076866679367,음식점퓨전광진구실내목줄
깡통집,음식점,한식,실내, ,목줄,02-2243-4842,동대문구,서울특별시 동대문구 한천로 264,서울특별시 동대문구 한천로 264,37.5843095358408,127.068314251007,음식점한식동대문구실내목줄
총각회수산,음식점,퓨전,실내, ,목줄,02-960-2323,동대문구,서울특별시 동대문구 홍릉로1길 27,서울특별시 동대문구 홍릉로1길 27,37.5806050942104,127.043382278738,음식점퓨전동대문구실내목줄
청량회관,음식점,퓨전,실내, ,목줄,010-8556-1221,동대문구,서울특별시 동대문구 제기로36길 31 1층,서울특별시 동대문구 제기로36길 31,37.584738865901,127.048661753546,음식점퓨전동대문구실내목줄
장안쭈꾸미,음식점,한식,실내, ,목줄,02-3394-4955,동대문구,서울특별시 동대문구 천호대로85길 26-6 창성빌딩 1층,서울특별시 동대문구 천호대로85길 26-6,37.5627663381237,127.06699295434,음식점한식동대문구실내목줄
차포차,음식점,퓨전,실내, ,목줄,010-4590-5424,동대문구,서울특별시 동대문구 장한로 76 1층,서울특별시 동대문구 장한로 76,37.5675273127626,127.068989164005,음식점퓨전동대문구실내목줄
마코토키친,음식점,일식,실내, ,목줄,02-3394-5450,동대문구,서울특별시 동대문구 장한로31길 30 1층 2호,서울특별시 동대문구 장한로31길 30,37.5755299935205,127.07013933778,음식점일식동대문구실내목줄
착한초밥,음식점,일식,실내, ,목줄,02-957-1219,동대문구,서울특별시 동대문구 왕산로 272,서울특별시 동대문구 왕산로 272,37.584749821264,127.051094242834,음식점일식동대문구실내목줄
발리하이,음식점,퓨전,실내, ,목줄,02-929-8155,동대문구,서울특별시 동대문구 제기로2길 15,서울특별시 동대문구 제기로2길 15,37.5857790569503,127.033380661539,음식점퓨전동대문구실내목줄
TUC,음식점,퓨전,실내, ,목줄,010-9971-3298,동대문구,서울특별시 동대문구 정릉천동로 155,서울특별시 동대문구 정릉천동로 155,37.5860754040707,127.036684544932,음식점퓨전동대문구실내목줄
힘찬풍천장어,음식점,한식,실내, ,목줄,02-2231-9743,동대문구,서울특별시 동대문구 난계로 252,서울특별시 동대문구 난계로 252,37.5741009194382,127.02366773372,음식점한식동대문구실내목줄
방앗간,음식점,한식,실내, ,목줄,010-4304-5521,동대문구,서울특별시 동대문구 고산자로28길 73,서울특별시 동대문구 고산자로28길 73,37.5743715001593,127.042322035066,음식점한식동대문구실내목줄
용마쉼터,음식점,한식,"실내,실외", ,목줄,02-436-4171,중랑구,서울특별시 중랑구 용마산로112나길 69,서울특별시 중랑구 용마산로112나길 69,37.5958841124239,127.10246470507,"음식점한식중랑구실내,실외목줄"
홍자카야&스시,음식점,일식,실내, ,목줄,02-433-0179,중랑구,서울특별시 중랑구 동일로129길 35,서울특별시 중랑구 동일로129길 35,37.5992225724592,127.077505274598,음식점일식중랑구실내목줄
포차다락,음식점,퓨전,실내, ,목줄,010-4165-2314,중랑구,서울특별시 중랑구 면목로 336 2층,서울특별시 중랑구 면목로 336,37.5820122547194,127.088907165024,음식점퓨전중랑구실내목줄
숯불닭갈비에 반하닭,음식점,한식,실내, ,목줄,02-433-9294,중랑구,서울특별시 중랑구 면목로 352 1층,서울특별시 중랑구 면목로 352,37.583335754749,127.088626152995,음식점한식중랑구실내목줄
플렉스빌,음식점,퓨전,실내, ,목줄,010-9003-3103,동대문구,서울특별시 동대문구 회기로21길 6 지하,서울특별시 동대문구 회기로21길 6,37.591681058586,127.053153053639,음식점퓨전동대문구실내목줄
언니네함바그 회기점,음식점,양식,실내, ,목줄,02-966-0110,동대문구,서울특별시 동대문구 회기로25길 59 1층,서울특별시 동대문구 회기로25길 59,37.5924206289819,127.056752233601,음식점양식동대문구실내목줄
인생소곱창 회기본점,음식점,한식,테라스, ,목줄,02-3295-3332,동대문구,서울특별시 동대문구 회기로21길 9 1층,서울특별시 동대문구 회기로21길 9,37.5919115759197,127.053056180724,음식점한식동대문구테라스목줄
